,Date,Word Variance
130,"Jan 8, 2016",0.6346666666666667
131,"Jan 15, 2016",0.7731958762886598
132,"Jan 22, 2016",0.6337349397590362
133,"Jan 29, 2016",0.581267217630854
134,"Feb 5, 2016",0.6355140186915887
135,"Feb 12, 2016",0.5796703296703297
136,"Feb 19, 2016",0.6503496503496503
137,"Feb 26, 2016",0.5956607495069034
138,"Mar 25, 2016",0.6540284360189573
139,"Apr 1, 2016",0.5854700854700855
140,"Apr 8, 2016",0.5498575498575499
141,"Apr 15, 2016",0.5716814159292035
142,"Apr 22, 2016",0.6532066508313539
143,"Apr 23, 2016",0.5988200589970502
144,"Apr 26, 2016",0.7150259067357513
145,"May 3, 2016",0.6751592356687898
146,"May 4, 2016",0.6466666666666666
147,"May 6, 2016",0.6003976143141153
148,"May 8, 2016",0.5846560846560847
149,"May 14, 2016",0.8470588235294118
150,"Sep 4, 2016",0.5830903790087464
151,"Sep 16, 2016",0.6033653846153846
152,"Sep 30, 2016",0.5871121718377088
153,"Oct 7, 2016",0.6675531914893617
154,"Oct 12, 2016",0.7116279069767442
155,"Oct 14, 2016",0.5440251572327044
156,"Oct 16, 2016",0.6363636363636364
157,"Oct 19, 2016",0.6707818930041153
158,"Oct 21, 2016",0.5759075907590759
159,"Oct 27, 2016",0.7440476190476191
160,"Oct 29, 2016",0.6868686868686869
161,"Oct 30, 2016",0.565410199556541
162,"Nov 4, 2016",0.6498316498316499
163,"Nov 11, 2016",0.647945205479452
164,"Nov 12, 2016",0.65625
165,"Dec 9, 2016",0.6082474226804123
166,"Dec 13, 2016",0.5582137161084529
167,"Dec 16, 2016",0.6227848101265823
168,"Jan 13, 2017",0.5403225806451613
169,"Jan 20, 2017",0.5977337110481586
170,"Jan 23, 2017",0.6526610644257703
171,"Jan 26, 2017",0.7355072463768116
172,"Feb 3, 2017",0.4767726161369193
173,"Feb 10, 2017",0.6411042944785276
174,"Feb 16, 2017",0.7267080745341615
175,"Feb 17, 2017",0.717391304347826
176,"Feb 24, 2017",0.7796610169491526
177,"Mar 25, 2017",0.823076923076923
178,"Mar 27, 2017",0.7491638795986622
179,"Mar 31, 2017",0.6845070422535211
180,"Apr 7, 2017",0.659846547314578
181,"Apr 14, 2017",0.5163043478260869
182,"Apr 21, 2017",0.6040515653775322
183,"May 1, 2017",0.6287128712871287
184,"May 5, 2017",0.6158730158730159
185,"May 20, 2017",0.6012461059190031
186,"Jun 8, 2017",0.8394160583941606
187,"Aug 3, 2017",0.603448275862069
188,"Sep 15, 2017",0.7258064516129032
189,"Sep 22, 2017",0.6492248062015504
190,"Oct 5, 2017",0.6348837209302326
191,"Oct 13, 2017",0.7198275862068966
192,"Oct 24, 2017",0.6184615384615385
193,"Oct 27, 2017",0.6443148688046647
194,"Oct 28, 2017",0.7105263157894737
